Issue key,Issue id,Parent id,Project key,Project name,Project type,Project lead,Project description,Project url,Custom field (Epic Name),Issue Type,Priority,Summary,Assignee,Custom field (Squad),Custom field (Team),Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Resolution,Custom field (Story Points)
EFDDH-191,7289644,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Integrate Dag Factory With DataHub,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,Done,2
EFDDH-190,7289642,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Install Packages into Composer using Artifactory,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,Done,3
EFDDH-189,7289640,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Migrate Existing Pipelines to CodeFactory and Remove the Elevated access to Codefresh,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,3
EFDDH-188,7289638,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: SWG Proxy Onboarding -Non PROD,raja19,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,,,,,,,,,,,,,,Done,5
EFDDH-186,7284695,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Run translator &Convert  82 ( approx) Teradata SQL views to BigQuery specific with the help of out of the box translator utility . Until XFM_OUT - excluding ref dependencies,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,Done,5
EFDDH-185,7284691,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build : Python changes in framework to covert TD to BQ specific SRC_IN,dabkea,Black Panther Core,,Backlog,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,8
EFDDH-184,7284686,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build : Create a compilable metadata excel for 223 ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,Done,2
EFDDH-182,7282790,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:CICD:  IAM binding for BQ Dataset created,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,Done,3
EFDDH-181,7278082,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,"ARF223:Build: 223 - History stitching decision on need per each fine basis, and solution finalisation ",kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,,,,,,,,,Done,5
EFDDH-180,7278078,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: 223 - total list of source data requirements and files/tables,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,1
EFDDH-179,7277948,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: RegDH Design documentation for DL based on RDH for our usecases,kummarip,Black Panther Core,,Backlog,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,,,,,,,,,,,,,,,5
EFDDH-178,7272691,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Compliance: DIA for 223,unaavag,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,Done,5
EFDDH-177,7271894,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,Base Container for Terraform with Providers,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,Done,1
EFDDH-175,7264612,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Push regDh details onto service catalog using existing py utilities,manyerel,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,Done,1
EFDDH-174,7253695,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:CICD: BQ Dataset tables,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,Done,1
EFDDH-173,7253685,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Build: Enhancement for Codegen for additional requirements ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,Done,3
EFDDH-112,7228104,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:: TD to BigQUery framework ( till XFM) out put conversion analysis to find out the list and assess the magnitude,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,Done,5
EFDDH-111,7228095,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Onboarding and setup for Leeroy,manyerel,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,Done,1
EFDDH-110,7228093,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Misc: Onboarding and setup for Hunter,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,Done,1
EFDDH-109,7221941,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Misc: DBT local setup on windows with documentation ,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,Done,3
EFDDH-107,7221322,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: RBAC: Collating all AD groups - ownership and management & audit of AD groups ,manyerel,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,Done,2
EFDDH-106,7221319,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Standards  - Org/GitHib ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,,Done,3
EFDDH-105,7221317,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Automate CICD - create CICD pipeline using config ( codefresh factory),mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,Done,5
EFDDH-104,7221315,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,Platform: CICD: POC- DAG factory to automate creation of DAG,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,Done,5
EFDDH-103,7221312,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: RBAC: RBAC framework - implementation,,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-102,7217977,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Build: Config update and testing for codegen,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,,Done,3
EFDDH-100,7194111,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Endorsed Pattern Analysis & Documentation for use case  : Bi-Directional File Transfer ANZ GCP Project - SAAS application (External),,Black Panther Core,,In Test,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,1
EFDDH-99,7194076,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Could,Test and Update the Documentation for Generate code (DBT Codegen) ,mahajaa4,,,Story Done,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,,Done,1
EFDDH-98,7188260,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Risk,Low,SAAS Tableau to TNC GCP Project Connection,mahajaa4,,,Open,,,,,,,,,,,,,,,,,,,,
EFDDH-97,7171638,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,Platform: Implement & Test End to End Deployment/Pipeline using Codefresh ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,Done,3
EFDDH-96,7171571,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Build: Security Approvals and PR Merge for Perimeter Project with Access Policies,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,,Fixed,1
EFDDH-95,7171563,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Build: Terraform Implementation to have Perimeter Project with Access Policies,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,,Fixed,3
EFDDH-94,7168436,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Arch&Design: GCP Project Details Doc for TNC,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,1
EFDDH-93,7168076,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Source IFC views to be made ready in BigQuery by using codegen utility ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,Done,1
EFDDH-92,7168067,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:End to end integration for DBT models via composer,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,,Done,5
EFDDH-91,7167857,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Rewrite entire solution and documentation for codefresh in place of cloudbuild,,Black Panther Core,,In Test,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,0
EFDDH-90,7167854,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:RBAC: Azure AD group service principal ,bvineeth,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,Done,1
EFDDH-88,7167762,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"ARF223:Build: Sourcing - consolidation of identify history data, control columns, encryption etc",kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,Done,1
EFDDH-87,7162688,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Misc: Inception and Setting up Jira and BP Squad and documenting Jira handbook for estimation mandatory fields etc ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,5
EFDDH-86,7162445,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Sizing- % of 223 out of total RegDH in CAD and FLAT and DB size,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,1
EFDDH-85,7134731,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Identify objects and SQLs for PTY entity from FLAT and CAD outsheets -223,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,1
EFDDH-84,7133021,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"Platform:Arch&Design: Onboarding Documentation for RegDH interface tool - Google Artifactory, gcp etc",kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,
EFDDH-83,7133019,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Arch&Design: Onboarding Documentation for RegDH interface tool - Github ,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,
EFDDH-82,7133018,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Arch&Design: Onboarding Documentation for RegDH interface tool - Codefresh,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,
EFDDH-81,7133013,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Misc: Onboarding Developer - Madhav,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,3
EFDDH-80,7133012,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Misc: Onboarding Developer - Raksha,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,3
EFDDH-79,7118167,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:Arch&Design: Solution and tool selection decision making,kakkarn,Black Panther Core,,In Release,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,13
EFDDH-77,7117658,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Arch&Design: Security Approvals for the GCP foundation related work in RegDH,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,3
EFDDH-76,7117656,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Controls: Least privileges possible to the GCP resources. Ensure service to service binding where possible,mahajaa4,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,
EFDDH-75,7117653,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"Platform:CICD: Enhance the existing CI setup to have linting, formatting etc. for code quality/standards",kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,,,,,,,,,,,,,,,,Done,2
EFDDH-74,7117647,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Twistlock integration for scanning base images for vulnerability control,mahajaa4,Black Panther Core,,Backlog,BP: EFDDH Sprint 0,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 19,,,,,,,,,,,,,,,,2
EFDDH-73,7117645,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:RBAC: Initial Analysis for the BQ RBAC solution,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,1
EFDDH-71,7117641,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Infra as a code for all the services in GCP required for RegDH,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,Done,5
EFDDH-70,7117638,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Create Environment for the Composer2 (non prod ) adhering to ANZ security controls. Must be IAC for lifecycle management,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,2
EFDDH-68,7117630,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:Build: POC: Initial Analysis and Setup for mageai in Openshift,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,,,,,,,,,,,,,,,,,,Done,
EFDDH-67,7117582,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Translation to BQ from TD for  PTY entity - SRC-IN and SRC_OUT,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,Done,3
EFDDH-66,7117579,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: PTY CNF entities related DBT models etc -223,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,Done,3
EFDDH-65,7117578,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Identify an entity for End to end pipeline for one entity -223,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,3
EFDDH-64,7117572,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Consolidate all 223 required source files ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,1
EFDDH-63,7117570,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Source Views (IFC) created within BQ,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,
EFDDH-62,7117568,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Ingestion of 223 missing files ,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,
EFDDH-61,7117563,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: DGCP - Integration for 223 files ,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,
EFDDH-60,7117358,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:Build: Track framework changes in Frmwrk initiatives squad to make sure the changes are all included ,dabkea,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,
EFDDH-59,7117354,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:RS: Technical  Requirements ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,,,,,,,,,,,,,,,,,Done,3
EFDDH-58,7117352,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:Compliance,Epic,High,Nga Tapuwae:Compliance,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-57,7117351,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:Controls/IAM,Epic,High,Nga Tapuwae:Controls/IAM,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-56,7117350,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:BAU Handover,Epic,High,Nga Tapuwae:BAU Handover,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-55,7117347,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:Deployment & Warranty,Epic,High,Nga Tapuwae:Deployment & Warranty,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-54,7117344,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:RBAC,Epic,High,Nga Tapuwae:RBAC,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-53,7117342,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:CICD,Epic,High,Nga Tapuwae:CICD,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
EFDDH-52,7117341,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:Build,Epic,High,Nga Tapuwae:Build,kummarip,Black Panther Core,,Epic in Progress,,,,,,,,,,,,,,,,,,,,0
EFDDH-51,7117337,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:Arch&Design,Epic,High,Nga Tapuwae:Arch&Design,kummarip,Black Panther Core,,Epic in Progress,,,,,,,,,,,,,,,,,,,,0
EFDDH-50,7117335,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:RS,Epic,High,Nga Tapuwae:RS,kummarip,Black Panther Core,,Epic in Progress,,,,,,,,,,,,,,,,,,,,0
EFDDH-49,7117334,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,Nga Tapuwae:Controls/IAM,Epic,High,Nga Tapuwae:Controls/IAM,kummarip,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,0
